Foundation URI,Linearization URI,Code,Title,ClassKind,DepthInKind,IsResidual,ChapterNo,BrowserLink,isLeaf,Primary tabulation,Grouping1,Grouping2,Grouping3,Grouping4,Grouping5,Version:2025 Jan 24 - 22:30 UTC
,http://id.who.int/icd/release/11/mms/900285196/other,1A81.Y,Non-ulcerative sexually transmitted Chlamydial infection of other specified site,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A8,,,,
,http://id.who.int/icd/release/11/mms/900285196/unspecified,1A81.Z,Non-ulcerative sexually transmitted Chlamydial infection of unspecified site,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A8,,,,
,http://id.who.int/icd/release/11/mms/251474152/other,1A8Y,other specified sexually transmissible infections due to chlamydia,category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A8,,,,
,http://id.who.int/icd/release/11/mms/251474152/unspecified,1A8Z,"sexually transmissible infections due to chlamydia, unspecified",category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,BlockL2-1A8,,,,
http://id.who.int/icd/entity/1357024926,http://id.who.int/icd/release/11/mms/1357024926,1A90,Chancroid,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/764124124,http://id.who.int/icd/release/11/mms/764124124,1A91,Granuloma inguinale,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/1220564554,http://id.who.int/icd/release/11/mms/1220564554,1A92,Trichomoniasis,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/1372745524,http://id.who.int/icd/release/11/mms/1372745524,1A93,sexually transmissible infestations,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/616315615,http://id.who.int/icd/release/11/mms/616315615,1A94,Anogenital herpes simplex infection,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/666746193,http://id.who.int/icd/release/11/mms/666746193,1A94.0,herpes simplex infection of genitalia or urogenital tract,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/1123446981,http://id.who.int/icd/release/11/mms/1123446981,1A94.1,herpes simplex infection of perianal skin or rectum,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
,http://id.who.int/icd/release/11/mms/616315615/unspecified,1A94.Z,Anogenital herpes simplex infection without further specification,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/641342831,http://id.who.int/icd/release/11/mms/641342831,1A95,Anogenital warts,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/1987223744,http://id.who.int/icd/release/11/mms/1987223744,1A95.0,anal warts,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/144526718,http://id.who.int/icd/release/11/mms/144526718,1A95.1,genital warts,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/158514824,http://id.who.int/icd/release/11/mms/158514824,1A95.2,Extragenital condylomata acuminata,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
,http://id.who.int/icd/release/11/mms/641342831/unspecified,1A95.Z,"Anogenital warts, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
,http://id.who.int/icd/release/11/mms/1904876434/other,1A9Y,other specified Predominantly sexually transmitted infections,category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
,http://id.who.int/icd/release/11/mms/1904876434/unspecified,1A9Z,"Predominantly sexually transmitted infections, unspecified",category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1A6,,,,,
http://id.who.int/icd/entity/979278646,http://id.who.int/icd/release/11/mms/979278646,BlockL1-1B1,Mycobacterial diseases,block,1,FALSE,01,browser,FALSE,,,,,,,
http://id.who.int/icd/entity/2072728114,http://id.who.int/icd/release/11/mms/2072728114,BlockL2-1B1,Tuberculosis,block,2,FALSE,01,browser,FALSE,,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/882244568,http://id.who.int/icd/release/11/mms/882244568,1B10,Tuberculosis of the respiratory system,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/983550510,http://id.who.int/icd/release/11/mms/983550510,1B10.0,"respiratory Tuberculosis, confirmed",category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/1311939281,http://id.who.int/icd/release/11/mms/1311939281,1B10.1,"respiratory Tuberculosis, not confirmed",category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
,http://id.who.int/icd/release/11/mms/882244568/unspecified,1B10.Z,"respiratory Tuberculosis, without mention of bacteriological or histological confirmation",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/729372485,http://id.who.int/icd/release/11/mms/729372485,1B11,Tuberculosis of the nervous system,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/1820468614,http://id.who.int/icd/release/11/mms/1820468614,1B11.0,Tuberculous meningitis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/539334538,http://id.who.int/icd/release/11/mms/539334538,1B11.1,Tuberculous meningoencephalitis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/164227092,http://id.who.int/icd/release/11/mms/164227092,1B11.2,Meningeal tuberculoma,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/1199221405,http://id.who.int/icd/release/11/mms/1199221405,1B11.3,Tuberculous Granuloma of brain,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
,http://id.who.int/icd/release/11/mms/729372485/other,1B11.Y,other Tuberculosis of nervous system,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
,http://id.who.int/icd/release/11/mms/729372485/unspecified,1B11.Z,"Tuberculosis of the nervous system, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/746680558,http://id.who.int/icd/release/11/mms/746680558,1B12,Tuberculosis of other systems and organs,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/271545608,http://id.who.int/icd/release/11/mms/271545608,1B12.0,Tuberculosis of heart,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/1074723013,http://id.who.int/icd/release/11/mms/1074723013,1B12.1,Tuberculosis of eye,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/883140666,http://id.who.int/icd/release/11/mms/883140666,1B12.2,Tuberculosis of ear,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/807058764,http://id.who.int/icd/release/11/mms/807058764,1B12.3,Tuberculosis of endocrine glands,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/1459473353,http://id.who.int/icd/release/11/mms/1459473353,1B12.4,Tuberculosis of the musculoskeletal system,category,2,FALSE,01,browser,FALSE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/570881596,http://id.who.int/icd/release/11/mms/570881596,1B12.40,Tuberculosis of bones or joints,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/1828714202,http://id.who.int/icd/release/11/mms/1828714202,1B12.41,Tuberculous myositis,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
,http://id.who.int/icd/release/11/mms/1459473353/other,1B12.4Y,Tuberculosis of other specified part of the musculoskeletal system,category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
,http://id.who.int/icd/release/11/mms/1459473353/unspecified,1B12.4Z,"Tuberculosis of the musculoskeletal system, unspecified",category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/1196243886,http://id.who.int/icd/release/11/mms/1196243886,1B12.5,Tuberculosis of the genitourinary system,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/870345553,http://id.who.int/icd/release/11/mms/870345553,1B12.6,Tuberculous peripheral lymphadenopathy,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/1873777499,http://id.who.int/icd/release/11/mms/1873777499,1B12.7,Tuberculosis of the digestive system,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/625292625,http://id.who.int/icd/release/11/mms/625292625,1B12.8,Cutaneous Tuberculosis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
,http://id.who.int/icd/release/11/mms/746680558/other,1B12.Y,Tuberculosis of other specified organ or site,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/861638547,http://id.who.int/icd/release/11/mms/861638547,1B13,Miliary Tuberculosis,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/1056849595,http://id.who.int/icd/release/11/mms/1056849595,1B13.0,Acute Miliary Tuberculosis of a single specified site,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/1538650927,http://id.who.int/icd/release/11/mms/1538650927,1B13.1,Acute Miliary Tuberculosis of multiple sites,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/1690351031,http://id.who.int/icd/release/11/mms/1690351031,1B13.2,"Acute Miliary Tuberculosis, unspecified site",category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
,http://id.who.int/icd/release/11/mms/861638547/other,1B13.Y,other specified Miliary Tuberculosis,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
,http://id.who.int/icd/release/11/mms/861638547/unspecified,1B13.Z,"Miliary Tuberculosis, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/454434138,http://id.who.int/icd/release/11/mms/454434138,1B14,latent Tuberculosis,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
,http://id.who.int/icd/release/11/mms/2072728114/other,1B1Y,other specified Tuberculosis,category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
,http://id.who.int/icd/release/11/mms/2072728114/unspecified,1B1Z,"Tuberculosis, unspecified",category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,BlockL2-1B1,,,,
http://id.who.int/icd/entity/149072669,http://id.who.int/icd/release/11/mms/149072669,1B20,Leprosy,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/1800264981,http://id.who.int/icd/release/11/mms/1800264981,1B20.0,Paucibacillary Leprosy,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/1123804548,http://id.who.int/icd/release/11/mms/1123804548,1B20.1,Multibacillary Leprosy,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/1295356165,http://id.who.int/icd/release/11/mms/1295356165,1B20.2,Leprosy reactions,category,2,FALSE,01,browser,FALSE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/1185467033,http://id.who.int/icd/release/11/mms/1185467033,1B20.20,Type I Leprosy reaction,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/1886317801,http://id.who.int/icd/release/11/mms/1886317801,1B20.21,Type II Leprosy reaction,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/1324017222,http://id.who.int/icd/release/11/mms/1324017222,1B20.3,Complications of Leprosy,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
,http://id.who.int/icd/release/11/mms/149072669/unspecified,1B20.Z,"Leprosy, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/1839818377,http://id.who.int/icd/release/11/mms/1839818377,1B21,infections due to Non-Tuberculous mycobacteria,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/1798822437,http://id.who.int/icd/release/11/mms/1798822437,1B21.0,Pulmonary infection due to Non-Tuberculous mycobacterium,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/882647079,http://id.who.int/icd/release/11/mms/882647079,1B21.1,Non-Tuberculous Mycobacterial lymphadenitis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/1723965278,http://id.who.int/icd/release/11/mms/1723965278,1B21.2,Cutaneous Non-Tuberculous Mycobacterial infection,category,2,FALSE,01,browser,FALSE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/1974989140,http://id.who.int/icd/release/11/mms/1974989140,1B21.20,mycobacterium ulcerans infection,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
,http://id.who.int/icd/release/11/mms/1723965278/other,1B21.2Y,Cutaneous infection due to other specified Non-Tuberculous mycobacteria,category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
,http://id.who.int/icd/release/11/mms/1723965278/unspecified,1B21.2Z,Cutaneous infection due to unspecified Non-Tuberculous mycobacteria,category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/625446129,http://id.who.int/icd/release/11/mms/625446129,1B21.3,Disseminated Non-Tuberculous Mycobacterial infection,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/1642291965,http://id.who.int/icd/release/11/mms/1642291965,1B21.4,Gastrointestinal Non-Tuberculous Mycobacterial infection,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
,http://id.who.int/icd/release/11/mms/1839818377/other,1B21.Y,Non-Tuberculous Mycobacterial infection of other specified site,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
,http://id.who.int/icd/release/11/mms/1839818377/unspecified,1B21.Z,Non-Tuberculous Mycobacterial infection of unspecified site,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
,http://id.who.int/icd/release/11/mms/979278646/other,1B2Y,other specified Mycobacterial diseases,category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
,http://id.who.int/icd/release/11/mms/979278646/unspecified,1B2Z,"Mycobacterial diseases, unspecified",category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1B1,,,,,
http://id.who.int/icd/entity/1539889147,http://id.who.int/icd/release/11/mms/1539889147,BlockL1-1B4,Certain staphylococcal or streptococcal diseases,block,1,FALSE,01,browser,FALSE,,,,,,,
http://id.who.int/icd/entity/871612151,http://id.who.int/icd/release/11/mms/871612151,BlockL2-1B4,Acute rheumatic fever,block,2,FALSE,01,browser,FALSE,,BlockL1-1B4,,,,,
http://id.who.int/icd/entity/2058300982,http://id.who.int/icd/release/11/mms/2058300982,1B40,Acute rheumatic fever without mention of heart involvement,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
http://id.who.int/icd/entity/1097470385,http://id.who.int/icd/release/11/mms/1097470385,1B40.0,"rheumatic arthritis, Acute or subacute",category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
,http://id.who.int/icd/release/11/mms/2058300982/other,1B40.Y,other specified Acute rheumatic fever without mention of heart involvement,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
,http://id.who.int/icd/release/11/mms/2058300982/unspecified,1B40.Z,"Acute rheumatic fever without mention of heart involvement, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
http://id.who.int/icd/entity/535094176,http://id.who.int/icd/release/11/mms/535094176,1B41,Acute rheumatic fever with heart involvement,category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
http://id.who.int/icd/entity/869759708,http://id.who.int/icd/release/11/mms/869759708,1B41.0,Acute rheumatic pericarditis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
http://id.who.int/icd/entity/1453111118,http://id.who.int/icd/release/11/mms/1453111118,1B41.1,Acute rheumatic endocarditis,category,2,FALSE,01,browser,FALSE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
http://id.who.int/icd/entity/1384553803,http://id.who.int/icd/release/11/mms/1384553803,1B41.10,rheumatic aortitis,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
,http://id.who.int/icd/release/11/mms/1453111118/other,1B41.1Y,other specified Acute rheumatic endocarditis,category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
,http://id.who.int/icd/release/11/mms/1453111118/unspecified,1B41.1Z,"Acute rheumatic endocarditis, unspecified",category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
http://id.who.int/icd/entity/573695921,http://id.who.int/icd/release/11/mms/573695921,1B41.2,Acute rheumatic myocarditis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
,http://id.who.int/icd/release/11/mms/535094176/other,1B41.Y,other Acute rheumatic heart disease,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
,http://id.who.int/icd/release/11/mms/535094176/unspecified,1B41.Z,"Acute rheumatic heart disease, unspecified",category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
http://id.who.int/icd/entity/1799992159,http://id.who.int/icd/release/11/mms/1799992159,1B42,rheumatic chorea,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1B4,BlockL2-1B4,,,,
http://id.who.int/icd/entity/107294155,http://id.who.int/icd/release/11/mms/107294155,1B50,Scarlet fever,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1B4,,,,,
http://id.who.int/icd/entity/1642172022,http://id.who.int/icd/release/11/mms/1642172022,1B51,streptococcal pharyngitis,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1B4,,,,,
http://id.who.int/icd/entity/705971711,http://id.who.int/icd/release/11/mms/705971711,1B53,meningitis due to Streptococcus,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1B4,,,,,
http://id.who.int/icd/entity/1331660907,http://id.who.int/icd/release/11/mms/1331660907,1B54,meningitis due to Staphylococcus,category,1,FALSE,01,browser,TRUE,TRUE,BlockL1-1B4,,,,,
,http://id.who.int/icd/release/11/mms/1539889147/other,1B5Y,other specified staphylococcal or streptococcal diseases,category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1B4,,,,,
,http://id.who.int/icd/release/11/mms/1539889147/unspecified,1B5Z,"staphylococcal or streptococcal diseases, unspecified",category,1,TRUE,01,browser,TRUE,TRUE,BlockL1-1B4,,,,,
http://id.who.int/icd/entity/1412960686,http://id.who.int/icd/release/11/mms/1412960686,BlockL1-1B7,Pyogenic Bacterial infections of the skin or subcutaneous tissues,block,1,FALSE,01,browser,FALSE,,,,,,,
http://id.who.int/icd/entity/2144774073,http://id.who.int/icd/release/11/mms/2144774073,1B70,"Bacterial cellulitis, erysipelas or lymphangitis",category,1,FALSE,01,browser,FALSE,TRUE,BlockL1-1B7,,,,,
http://id.who.int/icd/entity/1651247891,http://id.who.int/icd/release/11/mms/1651247891,1B70.0,erysipelas,category,2,FALSE,01,browser,FALSE,TRUE,BlockL1-1B7,,,,,
http://id.who.int/icd/entity/896866865,http://id.who.int/icd/release/11/mms/896866865,1B70.00,erysipelas of face,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1B7,,,,,
http://id.who.int/icd/entity/348525836,http://id.who.int/icd/release/11/mms/348525836,1B70.01,erysipelas of external ear,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1B7,,,,,
http://id.who.int/icd/entity/1200236878,http://id.who.int/icd/release/11/mms/1200236878,1B70.02,erysipelas of lower limb,category,3,FALSE,01,browser,TRUE,TRUE,BlockL1-1B7,,,,,
,http://id.who.int/icd/release/11/mms/1651247891/other,1B70.0Y,erysipelas of other specified site,category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1B7,,,,,
,http://id.who.int/icd/release/11/mms/1651247891/unspecified,1B70.0Z,"erysipelas, unspecified",category,3,TRUE,01,browser,TRUE,TRUE,BlockL1-1B7,,,,,
http://id.who.int/icd/entity/284578658,http://id.who.int/icd/release/11/mms/284578658,1B70.1,streptococcal cellulitis of skin,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B7,,,,,
http://id.who.int/icd/entity/2033345174,http://id.who.int/icd/release/11/mms/2033345174,1B70.2,staphylococcal cellulitis of skin,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B7,,,,,
http://id.who.int/icd/entity/845065622,http://id.who.int/icd/release/11/mms/845065622,1B70.3,Ascending Bacterial lymphangitis,category,2,FALSE,01,browser,TRUE,TRUE,BlockL1-1B7,,,,,
,http://id.who.int/icd/release/11/mms/2144774073/other,1B70.Y,Bacterial cellulitis or lymphangitis due to other specified bacterium,category,2,TRUE,01,browser,TRUE,TRUE,BlockL1-1B7,,,,,
